ID,eventName,signYear,endYearEstimated,signWithCountry,type,category
43,defense cooperation agreement,2002,2010,Belgium,general,DCA
16,defense cooperation agreement,2003,2010,Yugoslavia,general,DCA
206,defense cooperation agreement,2003,2010,Belgium,general,DCA
16,defense cooperation agreement,2001,2010,Slovenia,general,DCA
161,defense cooperation agreement,2001,2010,Belgium,general,DCA
16,defense cooperation agreement,1994,2000,Bulgaria,general,DCA
25,defense cooperation agreement,1994,2000,Belgium,general,DCA
16,defense cooperation agreement,2004,2010,Moldova,general,DCA
116,defense cooperation agreement,2004,2010,Belgium,general,DCA
16,defense cooperation agreement,1993,1999,Romania,general,DCA
146,defense cooperation agreement,1993,1999,Belgium,general,DCA
16,defense cooperation agreement,2002,2008,Estonia,general,DCA
57,defense cooperation agreement,2002,2008,Belgium,general,DCA
16,defense cooperation agreement,2001,2007,Latvia,general,DCA
96,defense cooperation agreement,2001,2007,Belgium,general,DCA
16,defense cooperation agreement,2002,2008,Latvia,sector,TREX
96,defense cooperation agreement,2002,2008,Belgium,sector,TREX
16,defense cooperation agreement,1994,2000,Lithuania,general,DCA
102,defense cooperation agreement,1994,2000,Belgium,general,DCA
16,defense cooperation agreement,2001,2010,Lithuania,general,DCA
102,defense cooperation agreement,2001,2010,Belgium,general,DCA
16,defense cooperation agreement,2002,2010,Ukraine,general,DCA
187,defense cooperation agreement,2002,2010,Belgium,general,DCA
16,defense cooperation agreement,1999,2005,Benin,general,DCA
18,defense cooperation agreement,1999,2005,Belgium,general,DCA
16,defense cooperation agreement,2006,2010,Benin,sector,TREX
18,defense cooperation agreement,2006,2010,Belgium,sector,TREX
16,defense cooperation agreement,2008,2010,Benin,general,DCA
18,defense cooperation agreement,2008,2010,Belgium,general,DCA
16,defense cooperation agreement,2008,2010,Congo (Dem Rep of the),sector,TREX
39,defense cooperation agreement,2008,2010,Belgium,sector,TREX
16,defense cooperation agreement,2005,2010,Burundi,general,DCA
27,defense cooperation agreement,2005,2010,Belgium,general,DCA
16,defense cooperation agreement,2009,2010,Rwanda,sector,COMMISSION
148,defense cooperation agreement,2009,2010,Belgium,sector,COMMISSION
16,defense cooperation agreement,2006,2010,South Africa,general,DCA
164,defense cooperation agreement,2006,2010,Belgium,general,DCA
16,defense cooperation agreement,2009,2010,Tunisia,general,DCA
182,defense cooperation agreement,2009,2010,Belgium,general,DCA
16,defense cooperation agreement,1987,2010,Turkey,general,DCA
183,defense cooperation agreement,1987,2010,Belgium,general,DCA
16,defense cooperation agreement,1990,2010,Turkey,sector,TREX
183,defense cooperation agreement,1990,2010,Belgium,sector,TREX
16,defense cooperation agreement,2003,2009,Vietnam,general,DCA
195,defense cooperation agreement,2003,2009,Belgium,general,DCA
103,defense cooperation agreement,2002,2008,Slovakia,general,DCA
160,defense cooperation agreement,2002,2008,Luxembourg,general,DCA
103,defense cooperation agreement,2003,2009,Slovakia,general,DCA
160,defense cooperation agreement,2003,2009,Luxembourg,general,DCA
103,defense cooperation agreement,2002,2008,Lithuania,general,DCA
102,defense cooperation agreement,2002,2008,Luxembourg,general,DCA
61,defense cooperation agreement,2000,2010,Switzerland,general,DIC
172,defense cooperation agreement,2000,2010,France,general,DIC
61,defense cooperation agreement,2003,2010,Switzerland,sector,TREX
172,defense cooperation agreement,2003,2010,France,sector,TREX
61,defense cooperation agreement,2004,2010,Switzerland,general,DIC
172,defense cooperation agreement,2004,2010,France,general,DIC
61,defense cooperation agreement,1983,2010,Spain,general,DCA
166,defense cooperation agreement,1983,2010,France,general,DCA
61,defense cooperation agreement,1996,2002,Spain,general,DIC
166,defense cooperation agreement,1996,2002,France,general,DIC
61,defense cooperation agreement,1999,2010,Portugal,general,DCA
143,defense cooperation agreement,1999,2010,France,general,DCA
61,defense cooperation agreement,1988,1994,West Germany,sector,COMMISSION
220,defense cooperation agreement,1988,1994,France,sector,COMMISSION
61,defense cooperation agreement,1992,2002,Poland,general,DCA
142,defense cooperation agreement,1992,2002,France,general,DCA
61,defense cooperation agreement,2002,2010,Poland,general,DCA
142,defense cooperation agreement,2002,2010,France,general,DCA
61,defense cooperation agreement,1992,2010,Czechoslovakia,general,DCA
207,defense cooperation agreement,1992,2010,France,general,DCA
61,defense cooperation agreement,1992,2010,Czech Republic,general,DCA
46,defense cooperation agreement,1992,2010,France,general,DCA
61,defense cooperation agreement,1994,2000,Slovakia,general,DCA
160,defense cooperation agreement,1994,2000,France,general,DCA
61,defense cooperation agreement,2009,2010,Slovakia,general,DCA
160,defense cooperation agreement,2009,2010,France,general,DCA
61,defense cooperation agreement,1994,2000,Albania,general,DCA
1,defense cooperation agreement,1994,2000,France,general,DCA
61,defense cooperation agreement,1996,2010,Albania,general,DCA
1,defense cooperation agreement,1996,2010,France,general,DCA
61,defense cooperation agreement,1996,2002,Macedonia,general,DCA
104,defense cooperation agreement,1996,2002,France,general,DCA
61,defense cooperation agreement,1997,2003,Croatia,general,DCA
43,defense cooperation agreement,1997,2003,France,general,DCA
61,defense cooperation agreement,2002,2010,Slovenia,general,DCA
161,defense cooperation agreement,2002,2010,France,general,DCA
61,defense cooperation agreement,1992,1998,Greece,sector,COMMISSION
67,defense cooperation agreement,1992,1998,France,sector,COMMISSION
61,defense cooperation agreement,2008,2010,Greece,general,DIC
67,defense cooperation agreement,2008,2010,France,general,DIC
61,defense cooperation agreement,2007,2010,Cyprus,general,DCA
45,defense cooperation agreement,2007,2010,France,general,DCA
61,defense cooperation agreement,1992,1998,Bulgaria,general,DCA
25,defense cooperation agreement,1992,1998,France,general,DCA
61,defense cooperation agreement,2002,2008,Moldova,sector,TREX
116,defense cooperation agreement,2002,2008,France,sector,TREX
61,defense cooperation agreement,1998,2010,Romania,general,DCA
146,defense cooperation agreement,1998,2010,France,general,DCA
61,defense cooperation agreement,1994,2004,Russia,general,DCA
147,defense cooperation agreement,1994,2004,France,general,DCA
61,defense cooperation agreement,1994,2010,Russia,general,DIC
147,defense cooperation agreement,1994,2010,France,general,DIC
61,defense cooperation agreement,1994,2010,Estonia,general,DCA
57,defense cooperation agreement,1994,2010,France,general,DCA
61,defense cooperation agreement,1994,2000,Latvia,sector,TREX
96,defense cooperation agreement,1994,2000,France,sector,TREX
61,defense cooperation agreement,1994,2000,Lithuania,general,DCA
102,defense cooperation agreement,1994,2000,France,general,DCA
61,defense cooperation agreement,1996,2010,Ukraine,general,DIC
187,defense cooperation agreement,1996,2010,France,general,DIC
61,defense cooperation agreement,2007,2010,Belarus,general,DCA
15,defense cooperation agreement,2007,2010,France,general,DCA
61,defense cooperation agreement,2010,2010,Armenia,general,DCA
7,defense cooperation agreement,2010,2010,France,general,DCA
61,defense cooperation agreement,1997,2010,Georgia,general,DCA
64,defense cooperation agreement,1997,2010,France,general,DCA
61,defense cooperation agreement,2003,2009,Georgia,general,DCA
64,defense cooperation agreement,2003,2009,France,general,DCA
61,defense cooperation agreement,2004,2010,Georgia,general,DCA
64,defense cooperation agreement,2004,2010,France,general,DCA
61,defense cooperation agreement,1995,2001,Finland,general,DIC
60,defense cooperation agreement,1995,2001,France,general,DIC
61,defense cooperation agreement,1992,1998,Sweden,general,DIC
171,defense cooperation agreement,1992,1998,France,general,DIC
61,defense cooperation agreement,1993,2010,Sweden,general,DIC
171,defense cooperation agreement,1993,2010,France,general,DIC
61,defense cooperation agreement,1987,1993,Norway,general,DCA
132,defense cooperation agreement,1987,1993,France,general,DCA
61,defense cooperation agreement,2009,2010,Togo,general,DCA
179,defense cooperation agreement,2009,2010,France,general,DCA
61,defense cooperation agreement,2009,2010,Cameroon,general,DCA
29,defense cooperation agreement,2009,2010,France,general,DCA
61,defense cooperation agreement,2009,2010,Nigeria,general,DCA
130,defense cooperation agreement,2009,2010,France,general,DCA
61,defense cooperation agreement,1998,2010,South Africa,general,DCA
164,defense cooperation agreement,1998,2010,France,general,DCA
61,defense cooperation agreement,2010,2010,Comoros,general,DCA
37,defense cooperation agreement,2010,2010,France,general,DCA
61,defense cooperation agreement,2005,2010,Libya,sector,COMMISSION
100,defense cooperation agreement,2005,2010,France,sector,COMMISSION
61,defense cooperation agreement,2007,2010,Libya,general,DCA
100,defense cooperation agreement,2007,2010,France,general,DCA
61,defense cooperation agreement,1980,1986,Sudan,sector,PROCUREMENT
168,defense cooperation agreement,1980,1986,France,sector,PROCUREMENT
61,defense cooperation agreement,2000,2010,Turkey,general,DCA
183,defense cooperation agreement,2000,2010,France,general,DCA
61,defense cooperation agreement,1983,1989,Iraq,sector,PROCUREMENT
82,defense cooperation agreement,1983,1989,France,sector,PROCUREMENT
61,defense cooperation agreement,2009,2010,Iraq,sector,PROCUREMENT
82,defense cooperation agreement,2009,2010,France,sector,PROCUREMENT
61,defense cooperation agreement,1995,2001,Jordan,general,DCA
88,defense cooperation agreement,1995,2001,France,general,DCA
61,defense cooperation agreement,1994,2000,Israel,general,DIC
84,defense cooperation agreement,1994,2000,France,general,DIC
61,defense cooperation agreement,2006,2010,Saudi Arabia,general,DIC
154,defense cooperation agreement,2006,2010,France,general,DIC
61,defense cooperation agreement,2005,2010,Yemen,general,DCA
196,defense cooperation agreement,2005,2010,France,general,DCA
61,defense cooperation agreement,1992,1998,Kuwait,sector,TREX
93,defense cooperation agreement,1992,1998,France,sector,TREX
61,defense cooperation agreement,2006,2010,Kuwait,sector,PROCUREMENT
93,defense cooperation agreement,2006,2010,France,sector,PROCUREMENT
61,defense cooperation agreement,2009,2010,Kuwait,general,DCA
93,defense cooperation agreement,2009,2010,France,general,DCA
61,defense cooperation agreement,1998,2004,Qatar,general,DCA
144,defense cooperation agreement,1998,2004,France,general,DCA
61,defense cooperation agreement,1998,2004,United Arab Emirates,sector,TREX
188,defense cooperation agreement,1998,2004,France,sector,TREX
61,defense cooperation agreement,2000,2006,Uzbekistan,sector,RESEARCH
192,defense cooperation agreement,2000,2006,France,sector,RESEARCH
61,defense cooperation agreement,2009,2010,Kazakhstan,general,DCA
89,defense cooperation agreement,2009,2010,France,general,DCA
61,defense cooperation agreement,2009,2010,Kazakhstan,sector,PROCUREMENT
89,defense cooperation agreement,2009,2010,France,sector,PROCUREMENT
61,defense cooperation agreement,1990,1996,South Korea,sector,PROCUREMENT
145,defense cooperation agreement,1990,1996,France,sector,PROCUREMENT
61,defense cooperation agreement,1999,2005,South Korea,general,DIC
145,defense cooperation agreement,1999,2005,France,general,DIC
61,defense cooperation agreement,2002,2008,Japan,sector,TREX
87,defense cooperation agreement,2002,2008,France,sector,TREX
61,defense cooperation agreement,1982,1988,India,general,DCA
79,defense cooperation agreement,1982,1988,France,general,DCA
61,defense cooperation agreement,1983,1989,India,general,DIC
79,defense cooperation agreement,1983,1989,France,general,DIC
61,defense cooperation agreement,2006,2010,India,general,DCA
79,defense cooperation agreement,2006,2010,France,general,DCA
61,defense cooperation agreement,2003,2009,Bangladesh,sector,TREX
13,defense cooperation agreement,2003,2009,France,sector,TREX
61,defense cooperation agreement,1997,2003,Vietnam,general,DCA
195,defense cooperation agreement,1997,2003,France,general,DCA
61,defense cooperation agreement,2009,2010,Vietnam,sector,PROCUREMENT
195,defense cooperation agreement,2009,2010,France,sector,PROCUREMENT
61,defense cooperation agreement,2010,2010,Vietnam,general,DCA
195,defense cooperation agreement,2010,2010,France,general,DCA
61,defense cooperation agreement,1993,1999,Malaysia,general,DCA
107,defense cooperation agreement,1993,1999,France,general,DCA
61,defense cooperation agreement,1998,2010,Singapore,general,DCA
159,defense cooperation agreement,1998,2010,France,general,DCA
61,defense cooperation agreement,1999,2005,Brunei Darusalam,general,DCA
24,defense cooperation agreement,1999,2005,France,general,DCA
61,defense cooperation agreement,1994,2010,Philippines,general,DCA
141,defense cooperation agreement,1994,2010,France,general,DCA
61,defense cooperation agreement,1996,2006,Indonesia,general,DIC
80,defense cooperation agreement,1996,2006,France,general,DIC
61,defense cooperation agreement,1990,2010,Australia,sector,RESEARCH
8,defense cooperation agreement,1990,2010,France,sector,RESEARCH
61,defense cooperation agreement,2006,2010,Australia,general,DCA
8,defense cooperation agreement,2006,2010,France,general,DCA
172,defense cooperation agreement,2001,2007,Spain,general,DIC
166,defense cooperation agreement,2001,2007,Switzerland,general,DIC
172,defense cooperation agreement,2008,2010,Spain,sector,TREX
166,defense cooperation agreement,2008,2010,Switzerland,sector,TREX
172,defense cooperation agreement,2003,2010,Germany,sector,TREX
65,defense cooperation agreement,2003,2010,Switzerland,sector,TREX
172,defense cooperation agreement,2009,2010,Germany,general,DIC
65,defense cooperation agreement,2009,2010,Switzerland,general,DIC
172,defense cooperation agreement,2004,2010,Austria,sector,TREX
9,defense cooperation agreement,2004,2010,Switzerland,sector,TREX
172,defense cooperation agreement,2008,2010,Czech Republic,general,DIC
46,defense cooperation agreement,2008,2010,Switzerland,general,DIC
172,defense cooperation agreement,2003,2010,Italy,general,DIC
85,defense cooperation agreement,2003,2010,Switzerland,general,DIC
172,defense cooperation agreement,2004,2010,Italy,sector,TREX
85,defense cooperation agreement,2004,2010,Switzerland,sector,TREX
172,defense cooperation agreement,1995,2001,Bulgaria,general,DCA
25,defense cooperation agreement,1995,2001,Switzerland,general,DCA
172,defense cooperation agreement,2003,2009,Latvia,general,DCA
96,defense cooperation agreement,2003,2009,Switzerland,general,DCA
172,defense cooperation agreement,2002,2010,Ukraine,general,DCA
187,defense cooperation agreement,2002,2010,Switzerland,general,DCA
172,defense cooperation agreement,2004,2010,Finland,general,DIC
60,defense cooperation agreement,2004,2010,Switzerland,general,DIC
172,defense cooperation agreement,2005,2010,Finland,sector,TREX
60,defense cooperation agreement,2005,2010,Switzerland,sector,TREX
172,defense cooperation agreement,2004,2010,Sweden,general,DIC
171,defense cooperation agreement,2004,2010,Switzerland,general,DIC
172,defense cooperation agreement,2004,2010,Norway,general,DIC
132,defense cooperation agreement,2004,2010,Switzerland,general,DIC
172,defense cooperation agreement,2005,2010,Norway,sector,TREX
132,defense cooperation agreement,2005,2010,Switzerland,sector,TREX
172,defense cooperation agreement,2007,2010,Denmark,general,DIC
47,defense cooperation agreement,2007,2010,Switzerland,general,DIC
166,defense cooperation agreement,1998,2004,Portugal,general,DCA
143,defense cooperation agreement,1998,2004,Spain,general,DCA
166,defense cooperation agreement,1999,2005,Portugal,general,DIC
143,defense cooperation agreement,1999,2005,Spain,general,DIC
166,defense cooperation agreement,1995,2001,Germany,general,DIC
65,defense cooperation agreement,1995,2001,Spain,general,DIC
166,defense cooperation agreement,1989,1995,West Germany,sector,TREX
220,defense cooperation agreement,1989,1995,Spain,sector,TREX
166,defense cooperation agreement,1989,1995,West Germany,sector,COMMISSION
220,defense cooperation agreement,1989,1995,Spain,sector,COMMISSION
166,defense cooperation agreement,1994,2010,Poland,general,DCA
142,defense cooperation agreement,1994,2010,Spain,general,DCA
166,defense cooperation agreement,1996,2002,Poland,sector,COMMISSION
142,defense cooperation agreement,1996,2002,Spain,sector,COMMISSION
166,defense cooperation agreement,1999,2005,Poland,general,DIC
142,defense cooperation agreement,1999,2005,Spain,general,DIC
166,defense cooperation agreement,1998,2004,Austria,general,DIC
9,defense cooperation agreement,1998,2004,Spain,general,DIC
166,defense cooperation agreement,1990,1996,Hungary,general,DCA
77,defense cooperation agreement,1990,1996,Spain,general,DCA
166,defense cooperation agreement,1995,2001,Hungary,general,DCA
77,defense cooperation agreement,1995,2001,Spain,general,DCA
166,defense cooperation agreement,2005,2010,Hungary,general,DIC
77,defense cooperation agreement,2005,2010,Spain,general,DIC
166,defense cooperation agreement,1995,2001,Czech Republic,general,DCA
46,defense cooperation agreement,1995,2001,Spain,general,DCA
166,defense cooperation agreement,1996,2002,Czech Republic,sector,COMMISSION
46,defense cooperation agreement,1996,2002,Spain,sector,COMMISSION
166,defense cooperation agreement,1999,2010,Slovakia,general,DCA
160,defense cooperation agreement,1999,2010,Spain,general,DCA
166,defense cooperation agreement,1980,2010,Italy,general,DIC
85,defense cooperation agreement,1980,2010,Spain,general,DIC
166,defense cooperation agreement,2005,2010,Albania,general,DIC
1,defense cooperation agreement,2005,2010,Spain,general,DIC
166,defense cooperation agreement,2009,2010,Macedonia,general,DCA
104,defense cooperation agreement,2009,2010,Spain,general,DCA
166,defense cooperation agreement,1999,2005,Croatia,general,DCA
43,defense cooperation agreement,1999,2005,Spain,general,DCA
166,defense cooperation agreement,2009,2010,Yugoslavia,general,DCA
206,defense cooperation agreement,2009,2010,Spain,general,DCA
166,defense cooperation agreement,2006,2010,Bosnia & Herzegovina,general,DCA
21,defense cooperation agreement,2006,2010,Spain,general,DCA
166,defense cooperation agreement,1997,2003,Slovenia,general,DCA
161,defense cooperation agreement,1997,2003,Spain,general,DCA
166,defense cooperation agreement,1997,2003,Slovenia,sector,COMMISSION
161,defense cooperation agreement,1997,2003,Spain,sector,COMMISSION
166,defense cooperation agreement,1985,2010,Greece,general,DCA
67,defense cooperation agreement,1985,2010,Spain,general,DCA
166,defense cooperation agreement,1985,1991,Greece,sector,PROCUREMENT
67,defense cooperation agreement,1985,1991,Spain,sector,PROCUREMENT
166,defense cooperation agreement,1995,2001,Bulgaria,sector,COMMISSION
25,defense cooperation agreement,1995,2001,Spain,sector,COMMISSION
166,defense cooperation agreement,1995,2001,Bulgaria,general,DCA
25,defense cooperation agreement,1995,2001,Spain,general,DCA
166,defense cooperation agreement,2002,2008,Bulgaria,general,DCA
25,defense cooperation agreement,2002,2008,Spain,general,DCA
166,defense cooperation agreement,2005,2010,Bulgaria,general,DIC
25,defense cooperation agreement,2005,2010,Spain,general,DIC
166,defense cooperation agreement,1994,2000,Romania,general,DCA
146,defense cooperation agreement,1994,2000,Spain,general,DCA
166,defense cooperation agreement,1994,2000,Romania,sector,COMMISSION
146,defense cooperation agreement,1994,2000,Spain,sector,COMMISSION
166,defense cooperation agreement,1992,1998,Russia,general,DCA
147,defense cooperation agreement,1992,1998,Spain,general,DCA
166,defense cooperation agreement,1999,2005,Estonia,general,DCA
57,defense cooperation agreement,1999,2005,Spain,general,DCA
166,defense cooperation agreement,2001,2007,Latvia,general,DCA
96,defense cooperation agreement,2001,2007,Spain,general,DCA
166,defense cooperation agreement,2001,2007,Lithuania,general,DCA
102,defense cooperation agreement,2001,2007,Spain,general,DCA
166,defense cooperation agreement,1996,2002,Ukraine,general,DCA
187,defense cooperation agreement,1996,2002,Spain,general,DCA
166,defense cooperation agreement,1997,2003,Finland,general,DIC
60,defense cooperation agreement,1997,2003,Spain,general,DIC
166,defense cooperation agreement,2003,2010,Sweden,general,DIC
171,defense cooperation agreement,2003,2010,Spain,general,DIC
166,defense cooperation agreement,1985,2010,Norway,general,DIC
132,defense cooperation agreement,1985,2010,Spain,general,DIC
166,defense cooperation agreement,2000,2006,Norway,general,DIC
132,defense cooperation agreement,2000,2006,Spain,general,DIC
166,defense cooperation agreement,2006,2010,Cape Verde,general,DCA
31,defense cooperation agreement,2006,2010,Spain,general,DCA
166,defense cooperation agreement,1989,2010,Mauritania,general,DCA
112,defense cooperation agreement,1989,2010,Spain,general,DCA
166,defense cooperation agreement,2000,2006,Mauritania,sector,TREX
112,defense cooperation agreement,2000,2006,Spain,sector,TREX
166,defense cooperation agreement,2010,2010,Gabon,general,DIC
62,defense cooperation agreement,2010,2010,Spain,general,DIC
166,defense cooperation agreement,2006,2010,Mozambique,general,DIC
121,defense cooperation agreement,2006,2010,Spain,general,DIC
166,defense cooperation agreement,1997,2010,South Africa,general,DIC
164,defense cooperation agreement,1997,2010,Spain,general,DIC
166,defense cooperation agreement,2007,2010,South Africa,general,DCA
164,defense cooperation agreement,2007,2010,Spain,general,DCA
166,defense cooperation agreement,2010,2010,Seychelles,general,DCA
157,defense cooperation agreement,2010,2010,Spain,general,DCA
166,defense cooperation agreement,1983,1989,Morocco,general,DCA
120,defense cooperation agreement,1983,1989,Spain,general,DCA
166,defense cooperation agreement,1983,1989,Morocco,sector,PROCUREMENT
120,defense cooperation agreement,1983,1989,Spain,sector,PROCUREMENT
166,defense cooperation agreement,1989,2010,Morocco,general,DCA
120,defense cooperation agreement,1989,2010,Spain,general,DCA
166,defense cooperation agreement,1989,1995,Algeria,general,DIC
2,defense cooperation agreement,1989,1995,Spain,general,DIC
166,defense cooperation agreement,2003,2010,Algeria,general,DCA
2,defense cooperation agreement,2003,2010,Spain,general,DCA
166,defense cooperation agreement,1987,2010,Tunisia,general,DCA
182,defense cooperation agreement,1987,2010,Spain,general,DCA
166,defense cooperation agreement,2007,2010,Libya,general,DCA
100,defense cooperation agreement,2007,2010,Spain,general,DCA
166,defense cooperation agreement,1999,2004,Turkey,general,DIC
183,defense cooperation agreement,1999,2004,Spain,general,DIC
166,defense cooperation agreement,2002,2008,Jordan,sector,COMMISSION
88,defense cooperation agreement,2002,2008,Spain,sector,COMMISSION
166,defense cooperation agreement,2002,2007,Jordan,general,DCA
88,defense cooperation agreement,2002,2007,Spain,general,DCA
166,defense cooperation agreement,1997,2003,Israel,general,DIC
84,defense cooperation agreement,1997,2003,Spain,general,DIC
166,defense cooperation agreement,2004,2010,Israel,sector,RESEARCH
84,defense cooperation agreement,2004,2010,Spain,sector,RESEARCH
166,defense cooperation agreement,2010,2010,Israel,general,DCA
84,defense cooperation agreement,2010,2010,Spain,general,DCA
166,defense cooperation agreement,2008,2010,Saudi Arabia,general,DCA
154,defense cooperation agreement,2008,2010,Spain,general,DCA
166,defense cooperation agreement,2008,2010,United Arab Emirates,sector,RESEARCH
188,defense cooperation agreement,2008,2010,Spain,sector,RESEARCH
166,defense cooperation agreement,1989,1995,China,general,DIC
35,defense cooperation agreement,1989,1995,Spain,general,DIC
166,defense cooperation agreement,1992,1998,South Korea,general,DIC
145,defense cooperation agreement,1992,1998,Spain,general,DIC
166,defense cooperation agreement,1993,1999,South Korea,sector,PROCUREMENT
145,defense cooperation agreement,1993,1999,Spain,sector,PROCUREMENT
166,defense cooperation agreement,2006,2010,South Korea,general,DCA
145,defense cooperation agreement,2006,2010,Spain,general,DCA
166,defense cooperation agreement,1994,2000,Thailand,sector,COMMISSION
177,defense cooperation agreement,1994,2000,Spain,sector,COMMISSION
166,defense cooperation agreement,2010,2010,Vietnam,general,DIC
195,defense cooperation agreement,2010,2010,Spain,general,DIC
166,defense cooperation agreement,1997,2003,Malaysia,sector,PROCUREMENT
107,defense cooperation agreement,1997,2003,Spain,sector,PROCUREMENT
166,defense cooperation agreement,2004,2010,Malaysia,general,DCA
107,defense cooperation agreement,2004,2010,Spain,general,DCA
166,defense cooperation agreement,1998,2004,Philippines,sector,COMMISSION
141,defense cooperation agreement,1998,2004,Spain,sector,COMMISSION
166,defense cooperation agreement,2005,2010,Indonesia,general,DIC
80,defense cooperation agreement,2005,2010,Spain,general,DIC
166,defense cooperation agreement,2008,2010,Australia,general,DIC
8,defense cooperation agreement,2008,2010,Spain,general,DIC
143,defense cooperation agreement,1995,2010,Poland,sector,COMMISSION
142,defense cooperation agreement,1995,2010,Portugal,sector,COMMISSION
143,defense cooperation agreement,1996,2010,Hungary,general,DCA
77,defense cooperation agreement,1996,2010,Portugal,general,DCA
143,defense cooperation agreement,1996,2010,Czech Republic,general,DCA
46,defense cooperation agreement,1996,2010,Portugal,general,DCA
143,defense cooperation agreement,1999,2010,Slovakia,general,DCA
160,defense cooperation agreement,1999,2010,Portugal,general,DCA
143,defense cooperation agreement,2005,2010,Yugoslavia,general,DIC
206,defense cooperation agreement,2005,2010,Portugal,general,DIC
143,defense cooperation agreement,2009,2010,Yugoslavia,general,DCA
206,defense cooperation agreement,2009,2010,Portugal,general,DCA
143,defense cooperation agreement,1998,2010,Slovenia,general,DCA
161,defense cooperation agreement,1998,2010,Portugal,general,DCA
143,defense cooperation agreement,1995,2001,Bulgaria,general,DCA
25,defense cooperation agreement,1995,2001,Portugal,general,DCA
143,defense cooperation agreement,1995,2001,Bulgaria,sector,COMMISSION
25,defense cooperation agreement,1995,2001,Portugal,sector,COMMISSION
143,defense cooperation agreement,1995,2010,Romania,general,DCA
146,defense cooperation agreement,1995,2010,Portugal,general,DCA
143,defense cooperation agreement,2000,2010,Russia,general,DCA
147,defense cooperation agreement,2000,2010,Portugal,general,DCA
143,defense cooperation agreement,2002,2008,Lithuania,general,DCA
102,defense cooperation agreement,2002,2008,Portugal,general,DCA
143,defense cooperation agreement,2008,2010,Ukraine,general,DCA
187,defense cooperation agreement,2008,2010,Portugal,general,DCA
143,defense cooperation agreement,1984,1990,Cape Verde,sector,TREX
31,defense cooperation agreement,1984,1990,Portugal,sector,TREX
143,defense cooperation agreement,1988,2010,Cape Verde,sector,PROCUREMENT
31,defense cooperation agreement,1988,2010,Portugal,sector,PROCUREMENT
143,defense cooperation agreement,1988,2010,Sao Tome & Principe,sector,PROCUREMENT
153,defense cooperation agreement,1988,2010,Portugal,sector,PROCUREMENT
143,defense cooperation agreement,1989,2010,Guinea-Bissau,sector,PROCUREMENT
71,defense cooperation agreement,1989,2010,Portugal,sector,PROCUREMENT
143,defense cooperation agreement,2010,2010,Mauritania,general,DCA
112,defense cooperation agreement,2010,2010,Portugal,general,DCA
143,defense cooperation agreement,1996,2010,Angola,general,DCA
4,defense cooperation agreement,1996,2010,Portugal,general,DCA
143,defense cooperation agreement,2003,2009,Angola,sector,TREX
4,defense cooperation agreement,2003,2009,Portugal,sector,TREX
143,defense cooperation agreement,1982,1988,Mozambique,sector,TREX
121,defense cooperation agreement,1982,1988,Portugal,sector,TREX
143,defense cooperation agreement,1988,2010,Mozambique,sector,PROCUREMENT
121,defense cooperation agreement,1988,2010,Portugal,sector,PROCUREMENT
143,defense cooperation agreement,2010,2010,Mozambique,sector,TREX
121,defense cooperation agreement,2010,2010,Portugal,sector,TREX
143,defense cooperation agreement,1993,2010,Morocco,general,DCA
120,defense cooperation agreement,1993,2010,Portugal,general,DCA
143,defense cooperation agreement,2005,2010,Algeria,general,DCA
2,defense cooperation agreement,2005,2010,Portugal,general,DCA
143,defense cooperation agreement,2004,2010,Timor-Leste,sector,PROCUREMENT
178,defense cooperation agreement,2004,2010,Portugal,sector,PROCUREMENT
65,defense cooperation agreement,1993,2010,Poland,general,DCA
142,defense cooperation agreement,1993,2010,Germany,general,DCA
65,defense cooperation agreement,1992,1998,Czechoslovakia,general,DCA
207,defense cooperation agreement,1992,1998,Germany,general,DCA
65,defense cooperation agreement,1993,2010,Czech Republic,general,DCA
46,defense cooperation agreement,1993,2010,Germany,general,DCA
65,defense cooperation agreement,1996,2010,Czech Republic,sector,TREX
46,defense cooperation agreement,1996,2010,Germany,sector,TREX
65,defense cooperation agreement,1997,2010,Czech Republic,general,DIC
46,defense cooperation agreement,1997,2010,Germany,general,DIC
65,defense cooperation agreement,1994,2010,Slovakia,general,DCA
160,defense cooperation agreement,1994,2010,Germany,general,DCA
65,defense cooperation agreement,1994,2000,Slovakia,sector,TREX
160,defense cooperation agreement,1994,2000,Germany,sector,TREX
65,defense cooperation agreement,2008,2010,Slovakia,sector,TREX
160,defense cooperation agreement,2008,2010,Germany,sector,TREX
65,defense cooperation agreement,2007,2010,Montenegro,general,DCA
119,defense cooperation agreement,2007,2010,Germany,general,DCA
65,defense cooperation agreement,1997,2003,Macedonia,sector,TREX
104,defense cooperation agreement,1997,2003,Germany,sector,TREX
65,defense cooperation agreement,2007,2010,Croatia,sector,RESEARCH
43,defense cooperation agreement,2007,2010,Germany,sector,RESEARCH
65,defense cooperation agreement,2006,2010,Yugoslavia,general,DCA
206,defense cooperation agreement,2006,2010,Germany,general,DCA
65,defense cooperation agreement,1996,2010,Slovenia,general,DCA
161,defense cooperation agreement,1996,2010,Germany,general,DCA
65,defense cooperation agreement,1997,2010,Slovenia,general,DIC
161,defense cooperation agreement,1997,2010,Germany,general,DIC
65,defense cooperation agreement,1998,2004,Slovenia,sector,TREX
161,defense cooperation agreement,1998,2004,Germany,sector,TREX
65,defense cooperation agreement,1994,2000,Bulgaria,general,DCA
