ID,eventName,startYear,endYear,signWithCountry,type,category
164,signing defense cooperation agreement,2006,2006,Belgium,general,DCA
16,signing defense cooperation agreement,2009,2009,Tunisia,general,DCA
182,signing defense cooperation agreement,2009,2009,Belgium,general,DCA
16,signing defense cooperation agreement,1987,1987,Turkey,general,DCA
183,signing defense cooperation agreement,1987,1987,Belgium,general,DCA
16,signing defense cooperation agreement,1990,1990,Turkey,sector,TREX
183,signing defense cooperation agreement,1990,1990,Belgium,sector,TREX
16,signing defense cooperation agreement,2003,2003,Vietnam,general,DCA
195,signing defense cooperation agreement,2003,2003,Belgium,general,DCA
103,signing defense cooperation agreement,2002,2002,Slovakia,general,DCA
160,signing defense cooperation agreement,2002,2002,Luxembourg,general,DCA
103,signing defense cooperation agreement,2003,2003,Slovakia,general,DCA
160,signing defense cooperation agreement,2003,2003,Luxembourg,general,DCA
103,signing defense cooperation agreement,2002,2002,Lithuania,general,DCA
102,signing defense cooperation agreement,2002,2002,Luxembourg,general,DCA
61,signing defense cooperation agreement,2000,2000,Switzerland,general,DIC
172,signing defense cooperation agreement,2000,2000,France,general,DIC
61,signing defense cooperation agreement,2003,2003,Switzerland,sector,TREX
172,signing defense cooperation agreement,2003,2003,France,sector,TREX
61,signing defense cooperation agreement,2004,2004,Switzerland,general,DIC
172,signing defense cooperation agreement,2004,2004,France,general,DIC
61,signing defense cooperation agreement,1983,1983,Spain,general,DCA
166,signing defense cooperation agreement,1983,1983,France,general,DCA
61,signing defense cooperation agreement,1996,1996,Spain,general,DIC
166,signing defense cooperation agreement,1996,1996,France,general,DIC
61,signing defense cooperation agreement,1999,1999,Portugal,general,DCA
143,signing defense cooperation agreement,1999,1999,France,general,DCA
61,signing defense cooperation agreement,1988,1988,West Germany,sector,COMMISSION
220,signing defense cooperation agreement,1988,1988,France,sector,COMMISSION
61,signing defense cooperation agreement,1992,1992,Poland,general,DCA
142,signing defense cooperation agreement,1992,1992,France,general,DCA
61,signing defense cooperation agreement,2002,2002,Poland,general,DCA
142,signing defense cooperation agreement,2002,2002,France,general,DCA
61,signing defense cooperation agreement,1992,1992,Czechoslovakia,general,DCA
207,signing defense cooperation agreement,1992,1992,France,general,DCA
61,signing defense cooperation agreement,1992,1992,Czech Republic,general,DCA
46,signing defense cooperation agreement,1992,1992,France,general,DCA
61,signing defense cooperation agreement,1994,1994,Slovakia,general,DCA
160,signing defense cooperation agreement,1994,1994,France,general,DCA
61,signing defense cooperation agreement,2009,2009,Slovakia,general,DCA
160,signing defense cooperation agreement,2009,2009,France,general,DCA
61,signing defense cooperation agreement,1994,1994,Albania,general,DCA
1,signing defense cooperation agreement,1994,1994,France,general,DCA
61,signing defense cooperation agreement,1996,1996,Albania,general,DCA
1,signing defense cooperation agreement,1996,1996,France,general,DCA
61,signing defense cooperation agreement,1996,1996,Macedonia,general,DCA
104,signing defense cooperation agreement,1996,1996,France,general,DCA
61,signing defense cooperation agreement,1997,1997,Croatia,general,DCA
43,signing defense cooperation agreement,1997,1997,France,general,DCA
61,signing defense cooperation agreement,2002,2002,Slovenia,general,DCA
161,signing defense cooperation agreement,2002,2002,France,general,DCA
61,signing defense cooperation agreement,1992,1992,Greece,sector,COMMISSION
67,signing defense cooperation agreement,1992,1992,France,sector,COMMISSION
61,signing defense cooperation agreement,2008,2008,Greece,general,DIC
67,signing defense cooperation agreement,2008,2008,France,general,DIC
61,signing defense cooperation agreement,2007,2007,Cyprus,general,DCA
45,signing defense cooperation agreement,2007,2007,France,general,DCA
61,signing defense cooperation agreement,1992,1992,Bulgaria,general,DCA
25,signing defense cooperation agreement,1992,1992,France,general,DCA
61,signing defense cooperation agreement,2002,2002,Moldova,sector,TREX
116,signing defense cooperation agreement,2002,2002,France,sector,TREX
61,signing defense cooperation agreement,1998,1998,Romania,general,DCA
146,signing defense cooperation agreement,1998,1998,France,general,DCA
61,signing defense cooperation agreement,1994,1994,Russia,general,DCA
147,signing defense cooperation agreement,1994,1994,France,general,DCA
61,signing defense cooperation agreement,1994,1994,Russia,general,DIC
147,signing defense cooperation agreement,1994,1994,France,general,DIC
61,signing defense cooperation agreement,1994,1994,Estonia,general,DCA
57,signing defense cooperation agreement,1994,1994,France,general,DCA
61,signing defense cooperation agreement,1994,1994,Latvia,sector,TREX
96,signing defense cooperation agreement,1994,1994,France,sector,TREX
61,signing defense cooperation agreement,1994,1994,Lithuania,general,DCA
102,signing defense cooperation agreement,1994,1994,France,general,DCA
61,signing defense cooperation agreement,1996,1996,Ukraine,general,DIC
187,signing defense cooperation agreement,1996,1996,France,general,DIC
61,signing defense cooperation agreement,2007,2007,Belarus,general,DCA
15,signing defense cooperation agreement,2007,2007,France,general,DCA
61,signing defense cooperation agreement,2010,2010,Armenia,general,DCA
7,signing defense cooperation agreement,2010,2010,France,general,DCA
61,signing defense cooperation agreement,1997,1997,Georgia,general,DCA
64,signing defense cooperation agreement,1997,1997,France,general,DCA
61,signing defense cooperation agreement,2003,2003,Georgia,general,DCA
64,signing defense cooperation agreement,2003,2003,France,general,DCA
61,signing defense cooperation agreement,2004,2004,Georgia,general,DCA
64,signing defense cooperation agreement,2004,2004,France,general,DCA
61,signing defense cooperation agreement,1995,1995,Finland,general,DIC
60,signing defense cooperation agreement,1995,1995,France,general,DIC
61,signing defense cooperation agreement,1992,1992,Sweden,general,DIC
171,signing defense cooperation agreement,1992,1992,France,general,DIC
61,signing defense cooperation agreement,1993,1993,Sweden,general,DIC
171,signing defense cooperation agreement,1993,1993,France,general,DIC
61,signing defense cooperation agreement,1987,1987,Norway,general,DCA
132,signing defense cooperation agreement,1987,1987,France,general,DCA
61,signing defense cooperation agreement,2009,2009,Togo,general,DCA
179,signing defense cooperation agreement,2009,2009,France,general,DCA
61,signing defense cooperation agreement,2009,2009,Cameroon,general,DCA
29,signing defense cooperation agreement,2009,2009,France,general,DCA
61,signing defense cooperation agreement,2009,2009,Nigeria,general,DCA
130,signing defense cooperation agreement,2009,2009,France,general,DCA
61,signing defense cooperation agreement,1998,1998,South Africa,general,DCA
164,signing defense cooperation agreement,1998,1998,France,general,DCA
61,signing defense cooperation agreement,2010,2010,Comoros,general,DCA
37,signing defense cooperation agreement,2010,2010,France,general,DCA
61,signing defense cooperation agreement,2005,2005,Libya,sector,COMMISSION
100,signing defense cooperation agreement,2005,2005,France,sector,COMMISSION
61,signing defense cooperation agreement,2007,2007,Libya,general,DCA
100,signing defense cooperation agreement,2007,2007,France,general,DCA
61,signing defense cooperation agreement,1980,1980,Sudan,sector,PROCUREMENT
168,signing defense cooperation agreement,1980,1980,France,sector,PROCUREMENT
61,signing defense cooperation agreement,2000,2000,Turkey,general,DCA
183,signing defense cooperation agreement,2000,2000,France,general,DCA
61,signing defense cooperation agreement,1983,1983,Iraq,sector,PROCUREMENT
82,signing defense cooperation agreement,1983,1983,France,sector,PROCUREMENT
61,signing defense cooperation agreement,2009,2009,Iraq,sector,PROCUREMENT
82,signing defense cooperation agreement,2009,2009,France,sector,PROCUREMENT
61,signing defense cooperation agreement,1995,1995,Jordan,general,DCA
88,signing defense cooperation agreement,1995,1995,France,general,DCA
61,signing defense cooperation agreement,1994,1994,Israel,general,DIC
84,signing defense cooperation agreement,1994,1994,France,general,DIC
61,signing defense cooperation agreement,2006,2006,Saudi Arabia,general,DIC
154,signing defense cooperation agreement,2006,2006,France,general,DIC
61,signing defense cooperation agreement,2005,2005,Yemen,general,DCA
196,signing defense cooperation agreement,2005,2005,France,general,DCA
61,signing defense cooperation agreement,1992,1992,Kuwait,sector,TREX
93,signing defense cooperation agreement,1992,1992,France,sector,TREX
61,signing defense cooperation agreement,2006,2006,Kuwait,sector,PROCUREMENT
93,signing defense cooperation agreement,2006,2006,France,sector,PROCUREMENT
61,signing defense cooperation agreement,2009,2009,Kuwait,general,DCA
93,signing defense cooperation agreement,2009,2009,France,general,DCA
61,signing defense cooperation agreement,1998,1998,Qatar,general,DCA
144,signing defense cooperation agreement,1998,1998,France,general,DCA
61,signing defense cooperation agreement,1998,1998,United Arab Emirates,sector,TREX
188,signing defense cooperation agreement,1998,1998,France,sector,TREX
61,signing defense cooperation agreement,2000,2000,Uzbekistan,sector,RESEARCH
192,signing defense cooperation agreement,2000,2000,France,sector,RESEARCH
61,signing defense cooperation agreement,2009,2009,Kazakhstan,general,DCA
89,signing defense cooperation agreement,2009,2009,France,general,DCA
61,signing defense cooperation agreement,2009,2009,Kazakhstan,sector,PROCUREMENT
89,signing defense cooperation agreement,2009,2009,France,sector,PROCUREMENT
61,signing defense cooperation agreement,1990,1990,South Korea,sector,PROCUREMENT
145,signing defense cooperation agreement,1990,1990,France,sector,PROCUREMENT
61,signing defense cooperation agreement,1999,1999,South Korea,general,DIC
145,signing defense cooperation agreement,1999,1999,France,general,DIC
61,signing defense cooperation agreement,2002,2002,Japan,sector,TREX
87,signing defense cooperation agreement,2002,2002,France,sector,TREX
61,signing defense cooperation agreement,1982,1982,India,general,DCA
79,signing defense cooperation agreement,1982,1982,France,general,DCA
61,signing defense cooperation agreement,1983,1983,India,general,DIC
79,signing defense cooperation agreement,1983,1983,France,general,DIC
61,signing defense cooperation agreement,2006,2006,India,general,DCA
79,signing defense cooperation agreement,2006,2006,France,general,DCA
61,signing defense cooperation agreement,2003,2003,Bangladesh,sector,TREX
13,signing defense cooperation agreement,2003,2003,France,sector,TREX
61,signing defense cooperation agreement,1997,1997,Vietnam,general,DCA
195,signing defense cooperation agreement,1997,1997,France,general,DCA
61,signing defense cooperation agreement,2009,2009,Vietnam,sector,PROCUREMENT
195,signing defense cooperation agreement,2009,2009,France,sector,PROCUREMENT
61,signing defense cooperation agreement,2010,2010,Vietnam,general,DCA
195,signing defense cooperation agreement,2010,2010,France,general,DCA
61,signing defense cooperation agreement,1993,1993,Malaysia,general,DCA
107,signing defense cooperation agreement,1993,1993,France,general,DCA
61,signing defense cooperation agreement,1998,1998,Singapore,general,DCA
159,signing defense cooperation agreement,1998,1998,France,general,DCA
61,signing defense cooperation agreement,1999,1999,Brunei Darusalam,general,DCA
24,signing defense cooperation agreement,1999,1999,France,general,DCA
61,signing defense cooperation agreement,1994,1994,Philippines,general,DCA
141,signing defense cooperation agreement,1994,1994,France,general,DCA
61,signing defense cooperation agreement,1996,1996,Indonesia,general,DIC
80,signing defense cooperation agreement,1996,1996,France,general,DIC
61,signing defense cooperation agreement,1990,1990,Australia,sector,RESEARCH
8,signing defense cooperation agreement,1990,1990,France,sector,RESEARCH
61,signing defense cooperation agreement,2006,2006,Australia,general,DCA
8,signing defense cooperation agreement,2006,2006,France,general,DCA
172,signing defense cooperation agreement,2001,2001,Spain,general,DIC
166,signing defense cooperation agreement,2001,2001,Switzerland,general,DIC
172,signing defense cooperation agreement,2008,2008,Spain,sector,TREX
166,signing defense cooperation agreement,2008,2008,Switzerland,sector,TREX
172,signing defense cooperation agreement,2003,2003,Germany,sector,TREX
65,signing defense cooperation agreement,2003,2003,Switzerland,sector,TREX
172,signing defense cooperation agreement,2009,2009,Germany,general,DIC
65,signing defense cooperation agreement,2009,2009,Switzerland,general,DIC
172,signing defense cooperation agreement,2004,2004,Austria,sector,TREX
9,signing defense cooperation agreement,2004,2004,Switzerland,sector,TREX
172,signing defense cooperation agreement,2008,2008,Czech Republic,general,DIC
46,signing defense cooperation agreement,2008,2008,Switzerland,general,DIC
172,signing defense cooperation agreement,2003,2003,Italy,general,DIC
85,signing defense cooperation agreement,2003,2003,Switzerland,general,DIC
172,signing defense cooperation agreement,2004,2004,Italy,sector,TREX
85,signing defense cooperation agreement,2004,2004,Switzerland,sector,TREX
172,signing defense cooperation agreement,1995,1995,Bulgaria,general,DCA
25,signing defense cooperation agreement,1995,1995,Switzerland,general,DCA
172,signing defense cooperation agreement,2003,2003,Latvia,general,DCA
96,signing defense cooperation agreement,2003,2003,Switzerland,general,DCA
172,signing defense cooperation agreement,2002,2002,Ukraine,general,DCA
187,signing defense cooperation agreement,2002,2002,Switzerland,general,DCA
172,signing defense cooperation agreement,2004,2004,Finland,general,DIC
60,signing defense cooperation agreement,2004,2004,Switzerland,general,DIC
172,signing defense cooperation agreement,2005,2005,Finland,sector,TREX
60,signing defense cooperation agreement,2005,2005,Switzerland,sector,TREX
172,signing defense cooperation agreement,2004,2004,Sweden,general,DIC
171,signing defense cooperation agreement,2004,2004,Switzerland,general,DIC
172,signing defense cooperation agreement,2004,2004,Norway,general,DIC
132,signing defense cooperation agreement,2004,2004,Switzerland,general,DIC
172,signing defense cooperation agreement,2005,2005,Norway,sector,TREX
132,signing defense cooperation agreement,2005,2005,Switzerland,sector,TREX
172,signing defense cooperation agreement,2007,2007,Denmark,general,DIC
47,signing defense cooperation agreement,2007,2007,Switzerland,general,DIC
166,signing defense cooperation agreement,1998,1998,Portugal,general,DCA
143,signing defense cooperation agreement,1998,1998,Spain,general,DCA
166,signing defense cooperation agreement,1999,1999,Portugal,general,DIC
143,signing defense cooperation agreement,1999,1999,Spain,general,DIC
166,signing defense cooperation agreement,1995,1995,Germany,general,DIC
65,signing defense cooperation agreement,1995,1995,Spain,general,DIC
166,signing defense cooperation agreement,1989,1989,West Germany,sector,TREX
220,signing defense cooperation agreement,1989,1989,Spain,sector,TREX
166,signing defense cooperation agreement,1989,1989,West Germany,sector,COMMISSION
220,signing defense cooperation agreement,1989,1989,Spain,sector,COMMISSION
166,signing defense cooperation agreement,1994,1994,Poland,general,DCA
142,signing defense cooperation agreement,1994,1994,Spain,general,DCA
166,signing defense cooperation agreement,1996,1996,Poland,sector,COMMISSION
142,signing defense cooperation agreement,1996,1996,Spain,sector,COMMISSION
166,signing defense cooperation agreement,1999,1999,Poland,general,DIC
142,signing defense cooperation agreement,1999,1999,Spain,general,DIC
166,signing defense cooperation agreement,1998,1998,Austria,general,DIC
9,signing defense cooperation agreement,1998,1998,Spain,general,DIC
166,signing defense cooperation agreement,1990,1990,Hungary,general,DCA
77,signing defense cooperation agreement,1990,1990,Spain,general,DCA
166,signing defense cooperation agreement,1995,1995,Hungary,general,DCA
77,signing defense cooperation agreement,1995,1995,Spain,general,DCA
166,signing defense cooperation agreement,2005,2005,Hungary,general,DIC
77,signing defense cooperation agreement,2005,2005,Spain,general,DIC
166,signing defense cooperation agreement,1995,1995,Czech Republic,general,DCA
46,signing defense cooperation agreement,1995,1995,Spain,general,DCA
166,signing defense cooperation agreement,1996,1996,Czech Republic,sector,COMMISSION
46,signing defense cooperation agreement,1996,1996,Spain,sector,COMMISSION
166,signing defense cooperation agreement,1999,1999,Slovakia,general,DCA
160,signing defense cooperation agreement,1999,1999,Spain,general,DCA
166,signing defense cooperation agreement,1980,1980,Italy,general,DIC
85,signing defense cooperation agreement,1980,1980,Spain,general,DIC
166,signing defense cooperation agreement,2005,2005,Albania,general,DIC
1,signing defense cooperation agreement,2005,2005,Spain,general,DIC
166,signing defense cooperation agreement,2009,2009,Macedonia,general,DCA
104,signing defense cooperation agreement,2009,2009,Spain,general,DCA
166,signing defense cooperation agreement,1999,1999,Croatia,general,DCA
43,signing defense cooperation agreement,1999,1999,Spain,general,DCA
166,signing defense cooperation agreement,2009,2009,Yugoslavia,general,DCA
206,signing defense cooperation agreement,2009,2009,Spain,general,DCA
166,signing defense cooperation agreement,2006,2006,Bosnia & Herzegovina,general,DCA
21,signing defense cooperation agreement,2006,2006,Spain,general,DCA
166,signing defense cooperation agreement,1997,1997,Slovenia,general,DCA
161,signing defense cooperation agreement,1997,1997,Spain,general,DCA
166,signing defense cooperation agreement,1997,1997,Slovenia,sector,COMMISSION
161,signing defense cooperation agreement,1997,1997,Spain,sector,COMMISSION
166,signing defense cooperation agreement,1985,1985,Greece,general,DCA
67,signing defense cooperation agreement,1985,1985,Spain,general,DCA
166,signing defense cooperation agreement,1985,1985,Greece,sector,PROCUREMENT
67,signing defense cooperation agreement,1985,1985,Spain,sector,PROCUREMENT
166,signing defense cooperation agreement,1995,1995,Bulgaria,sector,COMMISSION
25,signing defense cooperation agreement,1995,1995,Spain,sector,COMMISSION
166,signing defense cooperation agreement,1995,1995,Bulgaria,general,DCA
25,signing defense cooperation agreement,1995,1995,Spain,general,DCA
166,signing defense cooperation agreement,2002,2002,Bulgaria,general,DCA
25,signing defense cooperation agreement,2002,2002,Spain,general,DCA
166,signing defense cooperation agreement,2005,2005,Bulgaria,general,DIC
25,signing defense cooperation agreement,2005,2005,Spain,general,DIC
166,signing defense cooperation agreement,1994,1994,Romania,general,DCA
146,signing defense cooperation agreement,1994,1994,Spain,general,DCA
166,signing defense cooperation agreement,1994,1994,Romania,sector,COMMISSION
146,signing defense cooperation agreement,1994,1994,Spain,sector,COMMISSION
166,signing defense cooperation agreement,1992,1992,Russia,general,DCA
147,signing defense cooperation agreement,1992,1992,Spain,general,DCA
166,signing defense cooperation agreement,1999,1999,Estonia,general,DCA
57,signing defense cooperation agreement,1999,1999,Spain,general,DCA
166,signing defense cooperation agreement,2001,2001,Latvia,general,DCA
96,signing defense cooperation agreement,2001,2001,Spain,general,DCA
166,signing defense cooperation agreement,2001,2001,Lithuania,general,DCA
102,signing defense cooperation agreement,2001,2001,Spain,general,DCA
166,signing defense cooperation agreement,1996,1996,Ukraine,general,DCA
187,signing defense cooperation agreement,1996,1996,Spain,general,DCA
166,signing defense cooperation agreement,1997,1997,Finland,general,DIC
60,signing defense cooperation agreement,1997,1997,Spain,general,DIC
166,signing defense cooperation agreement,2003,2003,Sweden,general,DIC
171,signing defense cooperation agreement,2003,2003,Spain,general,DIC
166,signing defense cooperation agreement,1985,1985,Norway,general,DIC
132,signing defense cooperation agreement,1985,1985,Spain,general,DIC
166,signing defense cooperation agreement,2000,2000,Norway,general,DIC
132,signing defense cooperation agreement,2000,2000,Spain,general,DIC
166,signing defense cooperation agreement,2006,2006,Cape Verde,general,DCA
31,signing defense cooperation agreement,2006,2006,Spain,general,DCA
166,signing defense cooperation agreement,1989,1989,Mauritania,general,DCA
112,signing defense cooperation agreement,1989,1989,Spain,general,DCA
166,signing defense cooperation agreement,2000,2000,Mauritania,sector,TREX
112,signing defense cooperation agreement,2000,2000,Spain,sector,TREX
166,signing defense cooperation agreement,2010,2010,Gabon,general,DIC
62,signing defense cooperation agreement,2010,2010,Spain,general,DIC
166,signing defense cooperation agreement,2006,2006,Mozambique,general,DIC
121,signing defense cooperation agreement,2006,2006,Spain,general,DIC
166,signing defense cooperation agreement,1997,1997,South Africa,general,DIC
164,signing defense cooperation agreement,1997,1997,Spain,general,DIC
166,signing defense cooperation agreement,2007,2007,South Africa,general,DCA
164,signing defense cooperation agreement,2007,2007,Spain,general,DCA
166,signing defense cooperation agreement,2010,2010,Seychelles,general,DCA
157,signing defense cooperation agreement,2010,2010,Spain,general,DCA
166,signing defense cooperation agreement,1983,1983,Morocco,general,DCA
120,signing defense cooperation agreement,1983,1983,Spain,general,DCA
166,signing defense cooperation agreement,1983,1983,Morocco,sector,PROCUREMENT
120,signing defense cooperation agreement,1983,1983,Spain,sector,PROCUREMENT
166,signing defense cooperation agreement,1989,1989,Morocco,general,DCA
120,signing defense cooperation agreement,1989,1989,Spain,general,DCA
166,signing defense cooperation agreement,1989,1989,Algeria,general,DIC
2,signing defense cooperation agreement,1989,1989,Spain,general,DIC
166,signing defense cooperation agreement,2003,2003,Algeria,general,DCA
2,signing defense cooperation agreement,2003,2003,Spain,general,DCA
166,signing defense cooperation agreement,1987,1987,Tunisia,general,DCA
182,signing defense cooperation agreement,1987,1987,Spain,general,DCA
166,signing defense cooperation agreement,2007,2007,Libya,general,DCA
100,signing defense cooperation agreement,2007,2007,Spain,general,DCA
166,signing defense cooperation agreement,1999,1999,Turkey,general,DIC
183,signing defense cooperation agreement,1999,1999,Spain,general,DIC
166,signing defense cooperation agreement,2002,2002,Jordan,sector,COMMISSION
88,signing defense cooperation agreement,2002,2002,Spain,sector,COMMISSION
166,signing defense cooperation agreement,2002,2002,Jordan,general,DCA
88,signing defense cooperation agreement,2002,2002,Spain,general,DCA
166,signing defense cooperation agreement,1997,1997,Israel,general,DIC
84,signing defense cooperation agreement,1997,1997,Spain,general,DIC
166,signing defense cooperation agreement,2004,2004,Israel,sector,RESEARCH
84,signing defense cooperation agreement,2004,2004,Spain,sector,RESEARCH
166,signing defense cooperation agreement,2010,2010,Israel,general,DCA
84,signing defense cooperation agreement,2010,2010,Spain,general,DCA
166,signing defense cooperation agreement,2008,2008,Saudi Arabia,general,DCA
154,signing defense cooperation agreement,2008,2008,Spain,general,DCA
166,signing defense cooperation agreement,2008,2008,United Arab Emirates,sector,RESEARCH
188,signing defense cooperation agreement,2008,2008,Spain,sector,RESEARCH
166,signing defense cooperation agreement,1989,1989,China,general,DIC
35,signing defense cooperation agreement,1989,1989,Spain,general,DIC
166,signing defense cooperation agreement,1992,1992,South Korea,general,DIC
145,signing defense cooperation agreement,1992,1992,Spain,general,DIC
166,signing defense cooperation agreement,1993,1993,South Korea,sector,PROCUREMENT
145,signing defense cooperation agreement,1993,1993,Spain,sector,PROCUREMENT
166,signing defense cooperation agreement,2006,2006,South Korea,general,DCA
145,signing defense cooperation agreement,2006,2006,Spain,general,DCA
166,signing defense cooperation agreement,1994,1994,Thailand,sector,COMMISSION
177,signing defense cooperation agreement,1994,1994,Spain,sector,COMMISSION
166,signing defense cooperation agreement,2010,2010,Vietnam,general,DIC
195,signing defense cooperation agreement,2010,2010,Spain,general,DIC
166,signing defense cooperation agreement,1997,1997,Malaysia,sector,PROCUREMENT
107,signing defense cooperation agreement,1997,1997,Spain,sector,PROCUREMENT
166,signing defense cooperation agreement,2004,2004,Malaysia,general,DCA
107,signing defense cooperation agreement,2004,2004,Spain,general,DCA
166,signing defense cooperation agreement,1998,1998,Philippines,sector,COMMISSION
141,signing defense cooperation agreement,1998,1998,Spain,sector,COMMISSION
166,signing defense cooperation agreement,2005,2005,Indonesia,general,DIC
80,signing defense cooperation agreement,2005,2005,Spain,general,DIC
166,signing defense cooperation agreement,2008,2008,Australia,general,DIC
8,signing defense cooperation agreement,2008,2008,Spain,general,DIC
143,signing defense cooperation agreement,1995,1995,Poland,sector,COMMISSION
142,signing defense cooperation agreement,1995,1995,Portugal,sector,COMMISSION
143,signing defense cooperation agreement,1996,1996,Hungary,general,DCA
77,signing defense cooperation agreement,1996,1996,Portugal,general,DCA
143,signing defense cooperation agreement,1996,1996,Czech Republic,general,DCA
46,signing defense cooperation agreement,1996,1996,Portugal,general,DCA
143,signing defense cooperation agreement,1999,1999,Slovakia,general,DCA
160,signing defense cooperation agreement,1999,1999,Portugal,general,DCA
143,signing defense cooperation agreement,2005,2005,Yugoslavia,general,DIC
206,signing defense cooperation agreement,2005,2005,Portugal,general,DIC
143,signing defense cooperation agreement,2009,2009,Yugoslavia,general,DCA
206,signing defense cooperation agreement,2009,2009,Portugal,general,DCA
143,signing defense cooperation agreement,1998,1998,Slovenia,general,DCA
161,signing defense cooperation agreement,1998,1998,Portugal,general,DCA
143,signing defense cooperation agreement,1995,1995,Bulgaria,general,DCA
25,signing defense cooperation agreement,1995,1995,Portugal,general,DCA
143,signing defense cooperation agreement,1995,1995,Bulgaria,sector,COMMISSION
25,signing defense cooperation agreement,1995,1995,Portugal,sector,COMMISSION
143,signing defense cooperation agreement,1995,1995,Romania,general,DCA
146,signing defense cooperation agreement,1995,1995,Portugal,general,DCA
143,signing defense cooperation agreement,2000,2000,Russia,general,DCA
147,signing defense cooperation agreement,2000,2000,Portugal,general,DCA
143,signing defense cooperation agreement,2002,2002,Lithuania,general,DCA
102,signing defense cooperation agreement,2002,2002,Portugal,general,DCA
143,signing defense cooperation agreement,2008,2008,Ukraine,general,DCA
187,signing defense cooperation agreement,2008,2008,Portugal,general,DCA
143,signing defense cooperation agreement,1984,1984,Cape Verde,sector,TREX
31,signing defense cooperation agreement,1984,1984,Portugal,sector,TREX
143,signing defense cooperation agreement,1988,1988,Cape Verde,sector,PROCUREMENT
31,signing defense cooperation agreement,1988,1988,Portugal,sector,PROCUREMENT
143,signing defense cooperation agreement,1988,1988,Sao Tome & Principe,sector,PROCUREMENT
153,signing defense cooperation agreement,1988,1988,Portugal,sector,PROCUREMENT
143,signing defense cooperation agreement,1989,1989,Guinea-Bissau,sector,PROCUREMENT
71,signing defense cooperation agreement,1989,1989,Portugal,sector,PROCUREMENT
143,signing defense cooperation agreement,2010,2010,Mauritania,general,DCA
112,signing defense cooperation agreement,2010,2010,Portugal,general,DCA
143,signing defense cooperation agreement,1996,1996,Angola,general,DCA
4,signing defense cooperation agreement,1996,1996,Portugal,general,DCA
143,signing defense cooperation agreement,2003,2003,Angola,sector,TREX
4,signing defense cooperation agreement,2003,2003,Portugal,sector,TREX
143,signing defense cooperation agreement,1982,1982,Mozambique,sector,TREX
121,signing defense cooperation agreement,1982,1982,Portugal,sector,TREX
143,signing defense cooperation agreement,1988,1988,Mozambique,sector,PROCUREMENT
121,signing defense cooperation agreement,1988,1988,Portugal,sector,PROCUREMENT
143,signing defense cooperation agreement,2010,2010,Mozambique,sector,TREX
121,signing defense cooperation agreement,2010,2010,Portugal,sector,TREX
143,signing defense cooperation agreement,1993,1993,Morocco,general,DCA
120,signing defense cooperation agreement,1993,1993,Portugal,general,DCA
143,signing defense cooperation agreement,2005,2005,Algeria,general,DCA
2,signing defense cooperation agreement,2005,2005,Portugal,general,DCA
143,signing defense cooperation agreement,2004,2004,Timor-Leste,sector,PROCUREMENT
178,signing defense cooperation agreement,2004,2004,Portugal,sector,PROCUREMENT
65,signing defense cooperation agreement,1993,1993,Poland,general,DCA
142,signing defense cooperation agreement,1993,1993,Germany,general,DCA
65,signing defense cooperation agreement,1992,1992,Czechoslovakia,general,DCA
207,signing defense cooperation agreement,1992,1992,Germany,general,DCA
65,signing defense cooperation agreement,1993,1993,Czech Republic,general,DCA
46,signing defense cooperation agreement,1993,1993,Germany,general,DCA
65,signing defense cooperation agreement,1996,1996,Czech Republic,sector,TREX
46,signing defense cooperation agreement,1996,1996,Germany,sector,TREX
65,signing defense cooperation agreement,1997,1997,Czech Republic,general,DIC
46,signing defense cooperation agreement,1997,1997,Germany,general,DIC
65,signing defense cooperation agreement,1994,1994,Slovakia,general,DCA
160,signing defense cooperation agreement,1994,1994,Germany,general,DCA
65,signing defense cooperation agreement,1994,1994,Slovakia,sector,TREX
160,signing defense cooperation agreement,1994,1994,Germany,sector,TREX
65,signing defense cooperation agreement,2008,2008,Slovakia,sector,TREX
160,signing defense cooperation agreement,2008,2008,Germany,sector,TREX
65,signing defense cooperation agreement,2007,2007,Montenegro,general,DCA
119,signing defense cooperation agreement,2007,2007,Germany,general,DCA
65,signing defense cooperation agreement,1997,1997,Macedonia,sector,TREX
104,signing defense cooperation agreement,1997,1997,Germany,sector,TREX
65,signing defense cooperation agreement,2007,2007,Croatia,sector,RESEARCH
43,signing defense cooperation agreement,2007,2007,Germany,sector,RESEARCH
65,signing defense cooperation agreement,2006,2006,Yugoslavia,general,DCA
206,signing defense cooperation agreement,2006,2006,Germany,general,DCA
65,signing defense cooperation agreement,1996,1996,Slovenia,general,DCA
161,signing defense cooperation agreement,1996,1996,Germany,general,DCA
65,signing defense cooperation agreement,1997,1997,Slovenia,general,DIC
161,signing defense cooperation agreement,1997,1997,Germany,general,DIC
65,signing defense cooperation agreement,1998,1998,Slovenia,sector,TREX
161,signing defense cooperation agreement,1998,1998,Germany,sector,TREX
65,signing defense cooperation agreement,1994,1994,Bulgaria,general,DCA
25,signing defense cooperation agreement,1994,1994,Germany,general,DCA
65,signing defense cooperation agreement,1999,1999,Bulgaria,general,DIC
25,signing defense cooperation agreement,1999,1999,Germany,general,DIC
65,signing defense cooperation agreement,2008,2008,Bulgaria,sector,TREX
25,signing defense cooperation agreement,2008,2008,Germany,sector,TREX
65,signing defense cooperation agreement,2003,2003,Moldova,general,DCA
